,tweet_text,label
216,Duh joe clearly they sacrifice sweatshop workers for their black Friday sales https://t.co/GUQ4Gm3UpG,positive
217,"@Meghan652 I’ll check it out! For now the soundbar works with optical input rather than HDMI, just annoying bc I ca… https://t.co/nG3QDpc7tm",
218,RT @KrazehKai: Black Friday sales end tonight at midnight EST!,positive
219,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
220,"RT @TheSoleWomens: To celebrate how amazing Black Friday was, we're going to be giving away a pair of the Jordan 1 Mid ""Light Smoke Grey"" t…",positive
221,RT @WildNOut: Did you miss Black Friday? Don't worry! Our Cyber Monday Deals are STILL HERE! Save 30% on Wild 'N Out gear from the MTV Shop…,positive
222,"RT @eqifi_finance: ⏰This is the FINAL HOUR of the #EQXBlackFridayGiveaway!
 
 🚨This promotion will end shortly so sign up NOW on https://t.co…",positive
223,"Best Cyber Monday Black Friday 2021 gaming deals: PS5, Call of Duty: Vanguard and Nintendo Switch OLED games - Yaho… https://t.co/pe6OSdjbcw",positive
224,I recorded a vlog on Black Friday and it might get edited before Christmas so look forward to it,positive
225,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",positive
226,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",positive
227,Last chance to get up to 50% off on ARK/8 stores. Promotions finish today at 12 pm EST/ 6pm CET.… https://t.co/gNCLikCqT5,positive
228,"RT @thehill: Oakland Mayor Libby Schaaf: ""Let me be clear, Oakland needs more police. We have been interrupted by staffing reductions. [...…",
229,"⏰This is the FINAL HOUR of the #EQXBlackFridayGiveaway!
 
 🚨This promotion will end shortly so sign up NOW on… https://t.co/xjXIKpIYHM",positive
230,"RT @hyperbolide: ""new covid variant"" ""most stagnant Black Friday in history"" ""multiple companies on the brink of bankruptcy""
 
 *getting out…",negative
231,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",positive
232,"The Biden Economy - Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Time… https://t.co/8gl5AHvDTs",negative
233,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
234,Last chance to grab SEOPress Pro and SEOPress Insights for the low price of $99 (almost 30% off)!… https://t.co/vURlPcuUv3,positive
235,"Thank you to the following Girl Scout Honor Roll schools in @BlackfordSchls: 
 
 @MontpelierSch 
 Northside Elementary… https://t.co/OVtuxT6Bv0",
236,RT @sarahdayarts: second december in a row where i'm not working retail and/or sharing studio space with obnoxious piece of shit goons who…,
237,"RT @reg1776: #Bidenomics
 Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever
 
 https://t.co/0FU927hl0t",negative
238,6 HOURS LEFT! Don't miss out on our biggest #sale of the year and power up your next weekday vacation! Save 25% now… https://t.co/DAYox6j31N,positive
239,"Congratulations, Guy Sullivan! You are the third and final winner of the Black Friday [CENSORED] Giveaway. 
 
 Thank… https://t.co/ZTV6bwUJjY",positive
240,RT @icutyolawnduhh: Imagine if instead of clothes makeup tools etc on sale for Black Friday our bills were 🥲 like “50% off your ____ bill t…,positive
241,RT @janedottips: BLACK FRIDAY - FANTASTISK PRIS: https://t.co/bZrMQKqjCQ,positive
242,"#BlackFriday wasn't as huge as normal, but was that necessarily bad for retailers? @voxdotcom is taking a look here… https://t.co/laJtiK4PHY",positive
243,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
244,ok I need all the fet shit I bought impulsively on black friday to arrive tomorrow so I have something to wear for eartheater and arca,positive
245,When there's still Black Friday &amp; Cyber Monday deals going on but my fridge is empty and rent is due https://t.co/iL6G571hnA,positive
246,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
247,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
248,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
249,Guess What The Best Selling Console Was This Black Friday https://t.co/YbOlWCJtBv via @YouTube,positive
250,"The supply chain crisis is a real issue that starts from the top, retail workers are not to blame.… https://t.co/ONV068FMe4",
251,Celebrate circularity on #CircularMonday. Today we are celebrating Circular Monday! Created as an answer to Black F… https://t.co/xnvryqp63z,postive
252,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
253,The Best Cyber Monday Wellness and Fitness Deals to Help You Find Your Center via https://t.co/xFB2hnThOf… https://t.co/lWZ8K7efpo,postive
254,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
255,Pode nem aproveitar a black friday do mcdonalds,negative
256,New Forum Giveaways! 😍 - https://t.co/wJaeOaMF38,postive
257,"RT @FragranceDirect: FOLLOW, LIKE &amp; RT TO WIN! 🎾 LACOSTE GIVEAWAY 🎾 While you're whizzing away shopping the best Black Friday has to offer,…",postive
258,"🔶Black Friday &amp; Happy Holiday Specials🔷
 
 1. Become an annual IlliniGuys subscriber &amp; get a free special edition Ill… https://t.co/zA51VMpGnm",postive
259,Buying gift cards? This is how to get one for a friend and then one for yourself for FREE. https://t.co/YZja3juA46,postive
260,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
261,"RT @FragranceDirect: FOLLOW, LIKE &amp; RT TO WIN! 💘 £500+ BLACK FRIDAY BUNDLE 💘 Tick a whole bunch of people off your Christmas to-buy-for lis…",postive
262,Black Friday thief appears shocked after she was caught on shoplifting spree https://t.co/NMQmkAL1az,negative
263,"RT @HistoryMuppet: TeePublic is currently having a Black Friday sale. 
 
 Grab some Muppet History merchandise for this holiday season and he…",postive
264,"RT @hyperbolide: ""new covid variant"" ""most stagnant Black Friday in history"" ""multiple companies on the brink of bankruptcy""
 
 *getting out…",negative
265,"RT @Watermans: #Watermans Black Friday sale now on for a limited period Visit https://t.co/JHJYAIl8Bs
 
 #BlackFriday #BlackFridayUpsized #bl…",postive
266,"#Bidenomics
 Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever
 
 https://t.co/0FU927hl0t",negative
267,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
268,"Acabou Black Friday e Cyber Monday, vem Natal
 https://t.co/OmFdOFSOKx",postive
269,"RT @LeavittAlone: Thread, the numbers from Black Friday are in and consumer spending is down so much it narrowed the trade deficit , which…",
270,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
271,Baby is working with me to pack Black Friday orders today!! https://t.co/gCAYpIgDiz,positve
272,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
273,"RT @nonamewaves: If you paying producers 50/50 splits to use their loops you outta the loop..
 
 I just purchased Izotope RX and Sononym for…",
274,"RT @FragranceDirect: FOLLOW, LIKE &amp; RT TO WIN! 🎾 LACOSTE GIVEAWAY 🎾 While you're whizzing away shopping the best Black Friday has to offer,…",positive
275,"Black Friday and Cyber Week specials continue at Hot Metal Harley-Davidson! We got ya covered! No, seriously we h… https://t.co/Wpve0DX9HE",positive
276,RT @karent228273931: I don’t hate Christmas….I hate what Christmas has become..it’s not about the presents people! It’s about kindness and…,
277,Black Friday mood https://t.co/6xgfEscTKz,positive
278,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
279,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
280,"@Manic_Socratic This is the same thing I think I talked with you a long time ago 😂😭
 
 Truth is I've ordered a new co… https://t.co/T1MdT2CAIy",
281,"RT @nonamewaves: If you paying producers 50/50 splits to use their loops you outta the loop..
 
 I just purchased Izotope RX and Sononym for…",
282,"RT @LaRedouteUK: It's Friday Giveaway time again!
 
 This week you have a chance to win* a pair of these patent boots!
  
 Let us know which st…",
283,"@mflsforever @nathanelloyd They had a buy 3, get 3 on Black Friday… not sure if I saw Gingerbread",Positive
284,"RT @TheSoleWomens: To celebrate how amazing Black Friday was, we're going to be giving away a pair of the Jordan 1 Mid ""Light Smoke Grey"" t…",Positive
285,"RT @SpaceBooksBr: UNBOXING BLACK FRIDAY DO ADEMIRO
 
 📦📚📦📚📦📚📦📚 https://t.co/Hd3R3SXxnh",Positive
286,"RT @nonamewaves: If you paying producers 50/50 splits to use their loops you outta the loop..
 
 I just purchased Izotope RX and Sononym for…",
287,"RT @rmjksuga: he pushed him on the bed, which he’d gotten in the ikea black friday sale at 50% off it’s already affordable price.
 “n-not so…",Positive
288,"RT @marketingcloud: Some watched sports over the long weekend, but we tracked holiday message sends. 👩‍🏫👨‍💻😁
 
 ⬆️ Marketing ramped up on Bla…",Positive
289,I still can’t believe no one took advantage of my Black Friday sale.,Negative
290,RT @Mediatrix_Press: Black Friday is over. Cyber Monday finished. Bezos was one and done. But not us! The Mediatrix Press Advent sale conti…,Positive
291,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",Negative
292,"RT @nonamewaves: If you paying producers 50/50 splits to use their loops you outta the loop..
 
 I just purchased Izotope RX and Sononym for…",
293,RT @Puertorock77_: When you work your ass off in school to get that PS5 for Christmas only to end up with a Xbox Series S cause it was the…,
294,"UNBOXING BLACK FRIDAY DO ADEMIRO
 
 📦📚📦📚📦📚📦📚 https://t.co/Hd3R3SXxnh",Positive
295,"If you paying producers 50/50 splits to use their loops you outta the loop..
 
 I just purchased Izotope RX and Sonon… https://t.co/QBOGb5mU52",
296,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",Postive
297,"RT @somi_official_: Back with the deals for you guys~ 
 Black Friday thru Cyber Monday free shipping ay~ in time for xmas 🎁 which merch was…",Postive
298,RT @TBl11589661: Nice mail call today! Gotta give @TheeUncleJerry a shout out for the heads up on the black Friday chase box!! https://t.co…,Postive
299,I miss when Black Friday was only on Friday &amp; Cyber Monday was only on Monday,Postive
300,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",Negative
301,"RT @SafeMoonInu: 🛍️🛍️ Happy Black Friday! 🤩🤩
 
 Looking for the best Black Friday deal? Look no further 😉🐶🎮🚀 $SMI 🙌
 
 https://t.co/wvLu9KjcW4…",Postive
302,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
303,When #droughtlander hits you hard on Black Friday 😬 sure take all of my money @Writer_DG @SamHeughan… https://t.co/skn9785i30,Postive
304,"RT @krikzz: Black Friday sales begins! 20% off on all products. Visit https://t.co/eIkI80XsCQ, https://t.co/emsV0TNUmw or our Amazon store.…",Postive
305,"RT @TheSoleWomens: To celebrate how amazing Black Friday was, we're going to be giving away a pair of the Jordan 1 Mid ""Light Smoke Grey"" t…",Postive
